"sulphates","total.sulfur.dioxide","free.sulfur.dioxide","density","citric.acid","fixed.acidity","volatile.acidity","chlorides","alcohol","residual.sugar","pH","quality"
0.46,176,43,0.99286,0.22,7.3,0.34,0.044,9.9,1.4,3.14,5
0.74,71,20,0.9926,0.26,7.1,0.18,0.041,9.9,1.3,3.04,6
0.32,177,56,0.9928,0.4,7.2,0.29,0.024,11.5,7.6,3.04,6
0.96,84,19,0.98926,0.4,6.1,0.15,0.03,13,1.2,3.19,6
0.53,220,57,0.99775,0.35,6.8,0.39,0.044,9.3,11.6,3.07,5
0.47,191,52,0.99541,0.52,6.6,0.26,0.047,9.5,8.2,3.16,6
0.54,144,29,0.99756,0.29,6.6,0.23,0.057,10.2,14.45,3.33,6
0.53,121,40,0.99214,0.4,6.8,0.21,0.032,12,6.3,3.18,7
0.65,119,29,0.9908,0.28,6.5,0.36,0.037,12.4,3.2,3.25,8
0.52,149,34,0.99306,0.24,6.2,0.32,0.051,11,4.1,3.36,5
0.49,229,48.5,0.9986,0.3,7.4,0.19,0.053,9.1,12.8,3.14,7
0.38,80,10,0.99128,0.37,7.8,0.25,0.043,11.4,1,3.08,5
0.44,193,55,0.9969,0.26,6.9,0.56,0.06,9.4,10.9,3.21,5
0.56,98,16,0.99244,0.67,6.8,0.37,0.175,10.3,1.5,3.06,6
0.45,73,14,0.98981,0.34,5.6,0.24,0.041,11.6,2,3.04,7
0.44,174,40,0.99773,0.27,7.2,0.24,0.034,9,11.4,3.2,5
0.4,91,16,0.9906,0.3,6.3,0.23,0.033,11.8,1.8,3.28,6
0.55,128,27,0.9934,0.06,6,0.36,0.066,9.3,1.4,3.26,5
0.46,79,16,0.99173,0.27,7.3,0.25,0.047,11.3,3.8,3.07,6
0.36,133,38,0.9978,0.68,7.5,0.21,0.045,8.7,10.9,3,5
0.59,163,95,0.99184,0.47,7.5,0.25,0.041,11.3,4.1,2.92,6
0.64,158,23,0.99322,0.23,5,0.33,0.03,11.8,11.8,3.41,6
0.4,85,5,0.99125,0.18,6,0.33,0.036,11.5,3,3.28,4
0.82,170,51,1.0004,0.38,8.4,0.2,0.055,8.9,11.8,3.34,6
0.31,95,38,0.99239,0.33,8.6,0.22,0.031,10.3,1.2,2.83,5
0.71,122,18,0.9916,0.27,6.4,0.32,0.034,12.5,4.9,3.36,6
0.48,150,32,0.995,0.35,6.9,0.19,0.067,9.8,5,3.36,5
0.26,134,41,0.99234,0.32,6.1,0.24,0.031,12.3,9,3.25,7
0.57,173,46,0.99751,0.34,7.3,0.36,0.057,10.2,14.8,3.14,5
0.4,132,40,0.99186,0.27,5.3,0.36,0.028,11.6,6.3,3.37,6
0.5,132,37,0.99489,0.28,6,0.25,0.053,9.4,7.7,3.06,6
0.44,136,15,0.99367,0.25,7.6,0.32,0.03,12.1,9.5,3.1,6
0.77,141,14,0.99077,0.31,8.3,0.26,0.029,12.2,2,2.95,6
0.42,124,38,0.9898,0.24,6.1,0.32,0.036,12.4,1.5,3.29,7
0.5,196,57,0.9982,0.48,7.3,0.32,0.06,9.2,13.3,3.04,5
0.61,227,55,0.9965,0.51,7,0.24,0.029,9.5,11,3.03,5
0.32,152,28,0.9906,0.4,7.7,0.38,0.038,12.9,2,3.18,6
0.46,183,24,0.99215,0.33,6.6,0.27,0.042,10.7,1.4,3.29,5
0.43,84,8,0.9938,0.56,7.8,0.445,0.04,10.8,1,3.25,5
0.57,245,38.5,0.9937,0.42,5.8,0.4,0.047,9.6,4.4,3.25,6
0.56,150,38,0.99365,0.28,8.6,0.17,0.047,10.8,2.7,3.1,6
0.5,160,69,0.99705,0.3,6.8,0.27,0.047,9.6,13,3.16,6
0.4,122,28,0.98926,0.49,6.7,0.48,0.03,13,2.9,3.13,6
0.62,96,16,0.9941,0.37,7.8,0.3,0.051,10,1.3,3.32,5
0.48,115,31,0.9949,0.29,5.9,0.27,0.036,10.5,11.4,3.35,8
0.72,218.5,31,0.9924,0.32,6,0.37,0.053,9.8,1,3.29,6
0.4,97,52,0.99022,0.09,4.4,0.54,0.038,12.2,5.1,3.41,7
0.35,74,26,0.98889,0.29,7.3,0.41,0.032,13,1.8,2.96,8
0.46,145,56,0.9922,0.09,6.8,0.31,0.04,10,1.4,3.19,5
0.51,104,37,0.99161,0.52,6,0.28,0.028,11.8,6.2,3.28,7
0.42,178,62,0.99204,0.28,6.6,0.17,0.042,10.2,1.8,3.15,5
0.53,180,26,0.99884,0.31,7.5,0.24,0.05,9.1,13.1,3.05,6
0.43,114,46,0.9931,1,7.2,0.21,0.154,9.2,1.1,2.95,6
0.77,130,29,0.98953,0.15,5.4,0.46,0.026,13.4,2.1,3.39,8
0.55,174,23,0.9986,0.28,6.5,0.43,0.056,9.3,12,3.31,5
0.45,163,34,0.9969,0.28,6.4,0.24,0.05,9.5,11.5,3.31,5
0.54,80,22,0.99016,0.35,8.8,0.39,0.096,12.6,1.8,2.95,6
0.88,191,27,1.00013,0.73,8.7,0.31,0.044,8.7,14.35,2.96,5
0.53,84,26,0.99222,0.3,7.3,0.27,0.04,10.7,1.3,3.28,6
0.45,159,36,0.9946,0.74,6.6,0.3,0.041,9.9,4.6,3.21,5
0.89,161,93,0.98999,0.36,4.2,0.17,0.029,12,1.8,3.65,7
0.44,99,32,0.99348,0.32,6.7,0.13,0.017,10,3.7,3.12,6
0.39,180,50,0.9984,0.3,6.8,0.22,0.055,9.8,13.6,3.44,5
0.53,74,14,0.9936,0.81,6.5,0.39,0.217,9.5,1.2,3.08,5
0.46,83,32,0.9928,0.34,7,0.2,0.035,11.5,5.7,3.19,6
0.49,150,46,0.9933,0.28,6.1,0.17,0.033,10.9,4.5,3.43,6
0.5,128,31,0.9916,0.43,8.2,0.27,0.035,12.3,1.6,3.1,6
0.43,135,25,0.9984,0.27,7.4,0.16,0.05,8.7,15.5,2.9,7
0.55,125,22,0.9928,0.43,7.4,0.26,0.022,11.5,6,3.13,6
0.39,167,35,0.9956,0.4,9.8,0.44,0.036,9.2,2.8,2.97,5
0.37,78,14,0.99238,0.28,7.4,0.25,0.028,11.5,7.25,2.94,7
0.46,212.5,53,0.999,0.3,7.6,0.2,0.056,8.9,14.2,3.14,8
0.48,134,32,0.99378,0.15,5.2,0.24,0.043,9.9,7.1,3.24,6
0.37,169,34,0.9938,0.49,8.3,0.2,0.04,10.1,1.7,3.05,5
0.46,136,35,0.99225,0.21,6.4,0.39,0.041,10.2,1.2,3.15,5
0.53,107,30,0.992,0.34,7.4,0.18,0.03,11,2.7,2.97,6
0.57,202,27,0.9948,0.31,6.7,0.39,0.054,10.5,2.7,3.46,6
0.59,115,24,0.9921,0.25,6.1,0.24,0.044,10.9,1.6,3.39,6
0.51,131,45,0.99604,0.2,6.6,0.23,0.044,9.7,11.4,2.96,6
0.9,170,96,0.99035,0.34,5.8,0.17,0.045,11.8,1.8,3.38,8
0.48,128,35,0.99183,0.29,6.6,0.21,0.026,11.2,1.8,3.37,6
0.46,180,58,0.99495,0.46,6.4,0.42,0.05,9.7,8.4,3.18,6
0.4,83,12,0.9898,0.15,5.8,0.29,0.029,11.4,1.1,3.3,6
0.48,178,53,0.9976,0.36,7.4,0.25,0.067,9,13.2,3.01,6
0.43,168,42,0.9914,0.21,6,0.29,0.055,11.1,1.3,3.32,6
0.38,197,45,0.9938,0.49,7.6,0.29,0.03,12.3,9.6,3.13,7
0.45,165,35,0.99162,0.48,6.8,0.23,0.036,11.3,1.5,3.18,6
0.47,94,10,0.99537,0.32,6.1,0.46,0.053,10.1,6.2,3.35,5
0.51,228,35,0.9977,0.14,7,0.36,0.043,8.9,11.6,3.13,5
0.46,84,8,0.9942,0.39,7.3,0.25,0.034,11.5,6.4,3.18,5
0.37,105,19,0.99444,0.27,7.1,0.2,0.037,10.5,9.6,3.04,7
0.45,162,37,0.9983,0.2,6.4,0.34,0.06,9,14.9,3.13,4
0.4,120,36,0.99188,0.26,5.1,0.35,0.034,11.5,6.8,3.38,6
0.49,151,41,0.9978,0.58,7.7,0.34,0.039,8.6,11.1,3.06,5
0.38,87,24,0.98862,0.24,7.1,0.45,0.04,13.4,2.7,2.94,8
0.72,129,47,0.99678,0.41,6.5,0.18,0.039,10.3,14.2,3.28,7
0.44,104,14,0.99362,0.3,7.2,0.32,0.02,11.4,8.25,2.99,6
0.44,221,36,0.99642,0.53,6.4,0.31,0.057,9.1,8.8,3.17,5
0.47,210,57,0.9959,0.22,6.8,0.26,0.047,9,7.7,3.1,5
0.68,55,14,0.9909,0.4,6.9,0.19,0.036,11.5,1.4,3.08,7
0.38,160,53,0.99276,0.31,7.5,0.18,0.029,10.9,6.5,3.03,6
0.44,167,44,0.9928,0.33,6.8,0.26,0.047,10.5,1.5,3.12,6
0.58,147,33,0.9944,0.07,5.2,0.6,0.044,9.7,7,3.33,5
0.72,129,47,0.99678,0.41,6.5,0.18,0.039,10.3,14.2,3.28,7
0.36,128,31,0.9928,0.49,6.2,0.22,0.029,11.3,6,3.41,8
0.42,111,31,0.9889,0.21,6.2,0.3,0.032,12.2,1.1,2.97,6
0.78,156,47,0.99945,0.4,7.1,0.17,0.047,9.1,14.55,3.34,6
0.54,108,23,0.9934,0.04,6.2,0.35,0.06,9.2,1.2,3.26,5
0.54,110,22,0.9958,0.32,6.9,0.22,0.04,10.7,9.3,3.34,7
0.7,163,36,0.9937,0.34,7.7,0.26,0.05,11.5,6.4,3.19,6
0.42,111,35,0.99445,0.2,6.2,0.26,0.047,10.4,8,3.11,6
0.44,179,58,0.9979,0.63,7.7,0.28,0.039,8.8,11.1,3.08,4
0.56,179,40,0.99479,0.29,6.7,0.26,0.038,10.4,7.7,3.23,6
0.38,100,23,0.9903,0.37,7.1,0.21,0.026,11.4,2.4,3.15,7
0.44,168,52,0.9993,0.27,5.9,0.26,0.048,9.4,18.2,3.35,5
0.4,135,28,0.9973,1,7.7,0.49,0.03,12,19.6,3.24,6
0.43,139,45,0.99752,0.34,6.4,0.17,0.044,9.1,13.4,3.06,6
0.38,99,16,0.99437,0.32,5.5,0.15,0.031,11.5,14,3.26,8
0.48,201,54,0.99523,0.37,6.2,0.26,0.047,9.5,7.1,3.19,6
0.29,96,23,0.9938,0.3,7.6,0.27,0.018,11,9.2,3.08,6
0.49,119,27,0.99196,0.32,7.4,0.36,0.036,11.2,1.9,3.15,6
0.54,245,54,0.9975,0.44,6.6,0.52,0.048,9.3,12.2,3.26,6
0.47,120,34,0.99242,0.3,8.8,0.19,0.028,11.2,5,2.94,5
0.5,174,36,0.99911,0.29,6,0.28,0.051,9,19.3,3.14,5
0.5,155,38,0.99622,0.14,6.2,0.36,0.036,9.4,8.9,3.27,5
0.47,120,23,0.99204,0.3,6.3,0.22,0.05,10.4,2,3.24,6
0.47,224,65,0.9961,0.32,6.2,0.27,0.047,8.9,8.8,3.17,5
0.48,182,51,0.99542,0.21,6.4,0.26,0.05,9.5,8.2,3.23,5
0.33,56,14,0.992,0.49,8.8,0.35,0.036,10.5,1,2.96,4
0.44,159,34,0.99805,0.55,6.8,0.21,0.053,9.2,14.6,2.93,5
0.6,166,51,0.9985,0.34,7.1,0.2,0.05,9.2,16,3.21,6
0.36,156,18,0.99666,0.32,6.7,0.16,0.035,9,12.5,2.88,6
0.34,119,36,0.99334,0.21,6.4,0.29,0.041,10.9333333333333,9.65,2.99,6
0.42,119,36,0.99151,0.19,6.4,0.38,0.038,11.2,4.5,3.07,6
0.51,85,33,0.992,0.41,7.2,0.21,0.036,10.4,1.3,3.17,5
0.46,173,50,0.9958,0.42,6.8,0.31,0.046,9,6.9,3.19,5
0.45,111,42,0.99896,0.24,6,0.28,0.047,8.9,17.8,3.1,6
0.6,189,52,0.99784,0.29,6.9,0.38,0.048,9.5,13.65,3,6
0.48,133,32,1,0.36,6.8,0.21,0.046,8.8,18.1,3.27,5
0.43,160,24,0.99535,0.27,7.4,0.38,0.041,10,7.5,3.17,5
0.45,119,13,1.0004,0.49,9.8,0.31,0.046,9.5,15.4,3.18,5
0.48,110,39,0.99855,0.22,5.7,0.22,0.044,9,16.65,3.24,6
0.56,94,37,0.98986,0.3,6.4,0.12,0.031,11.7,1.1,3.01,6
0.64,173,33,0.999,0.31,7.5,0.27,0.051,10.2,17.7,3.09,5
0.46,212.5,53,0.999,0.3,7.6,0.2,0.056,8.9,14.2,3.14,8
0.55,156,50,0.99316,0.32,6.4,0.22,0.046,11.2,4.9,3.38,6
0.39,99,40,0.9896,0.34,5.8,0.28,0.031,12.8,4,3.39,7
0.51,131,25,0.99565,0.18,6.5,0.43,0.032,10.7,13.15,3.23,5
0.61,87,16,0.99081,0.29,6.2,0.26,0.036,11.8,2,3.33,6
0.51,124,20,0.9968,0.88,10.2,0.44,0.049,9.9,6.2,2.99,4
0.35,145,21,0.9966,0.29,7.6,0.31,0.04,9.4,10.5,3.04,5
0.5,174,23,0.9922,0.4,5.6,0.35,0.022,11.6,6.3,3.54,7
0.55,179,66,0.99606,0.25,6.4,0.26,0.046,9.9,10.7,3.17,6
0.42,143,38,0.9907,0.41,7.6,0.19,0.04,11.4,1.1,2.92,5
0.53,153,21,0.993,0.36,7.8,0.22,0.056,10.4,1.4,3.2,6
0.33,105,31,0.99082,0.37,7.1,0.26,0.025,12.6,5.5,3.06,8
0.46,163,42,0.9957,0.22,6,0.28,0.048,10.1,12.15,3.2,5
0.46,87,12,0.9923,0.26,7,0.29,0.044,10.5,1.6,3.08,6
0.56,184,50,0.99898,0.2,7,0.46,0.046,9.4,16.7,3.08,5
0.41,130,30,0.9911,0.32,6.2,0.3,0.032,11.2,1.7,3.28,7
0.37,168,53,0.9918,0.27,5.6,0.16,0.044,10.1,1.4,3.28,6
0.41,100,45,0.99033,0.28,5.9,0.2,0.043,11.4,1,3.4,6
0.54,240,35,0.9963,0.23,7.3,0.17,0.051,10,6.3,3.36,6
0.52,205,51,0.9954,0.49,8.1,0.2,0.051,11,8.1,3.1,6
0.5,72,23,0.98974,0.36,6,0.13,0.052,11.5,1.6,3.1,7
0.7,243,51,1.0005,0.74,8.5,0.56,0.051,9.2,17.85,2.99,5
0.4,110,24,0.9898,0.32,6.1,0.27,0.034,12.5,1.1,3.36,6
0.34,210,67,0.9951,0.49,6.3,0.23,0.05,9.5,7.1,3.23,5
0.59,93,38,0.9906,0.32,6.5,0.29,0.036,12,3,3.16,6
0.3,129,36,0.99085,0.3,8.4,0.27,0.037,11.4666666666667,2.2,2.89,6
0.39,109,16,0.99249,0.3,8.6,0.31,0.045,10.1,0.9,2.95,5
0.75,105,26,0.98962,0.35,6.6,0.16,0.042,12.4,1.8,3.19,7
0.62,109,42,0.99119,0.35,7,0.29,0.036,11.6,1.4,3.31,6
0.44,156,55,0.9974,0.63,7.2,0.39,0.044,8.7,11,3.09,6
0.44,178,34,0.99554,0.3,7.3,0.34,0.057,10.4,9.4,3.15,6
0.45,131,21,0.99114,0.25,6.6,0.12,0.039,11.2,1.4,3.2,7
0.44,113,38,0.99352,0.3,6.7,0.12,0.048,10.1,5.2,3.33,7
0.66,112,44,0.99837,0.24,5.7,0.2,0.047,8.8,13.8,2.97,6
0.63,100,35,0.99094,0.27,6.4,0.23,0.042,10.9,2.1,3.03,6
0.68,210,67,0.99907,0.26,7.4,0.33,0.049,9.5,15.6,3.06,5
0.55,159,26,0.9965,0.66,5.8,0.28,0.039,10.8,9.1,3.66,5
0.36,129,17,0.99396,0.27,6,0.495,0.157,9.3,5,3.03,5
0.58,115,38,0.99235,0.31,7,0.32,0.031,12.2,6.4,3.38,7
0.44,116,25,0.99057,0.33,5.8,0.3,0.033,11.7,3.5,3.2,6
0.35,152,36,0.9932,0.32,6.9,0.38,0.044,12,8.5,3.38,7
0.55,175,36,0.992,0.33,7.8,0.27,0.053,11,2.4,3.2,6
0.51,153,40,0.9921,0.28,6.7,0.16,0.046,11.4,2.5,3.38,7
0.47,156,36,0.9996,0.4,6.9,0.29,0.043,8.9,19.45,2.93,5
0.48,77,19,0.99184,0.36,5.9,0.42,0.034,10.9,2.4,3.25,5
0.38,55,7,0.99135,0,6,0.395,0.042,11.2,1.4,3.37,4
0.59,63,9,0.9953,0.49,8.6,0.16,0.043,10.5,7.3,3.13,6
0.45,103,41,0.99002,0.33,8,0.27,0.05,12.4,1.2,3,6
0.6,138,35,0.99114,0.33,6.5,0.18,0.029,11.5,1.4,3.36,7
0.38,200,64,0.99562,0.39,6.7,0.26,0.171,9.4,6.4,3.19,6
0.48,173,52,0.9934,0.33,6.7,0.25,0.057,9.5,2.9,3.02,7
0.43,174,54,0.99543,0.28,8.5,0.3,0.054,9.4,3.1,3.21,6
0.64,196,21,0.99516,0.19,6.4,0.27,0.085,9.5,1.9,3.49,4
0.57,135,29,0.99226,0.31,6.9,0.33,0.04,12.3,7.7,3.11,5
0.31,145,46,0.9897,0.36,5.2,0.31,0.031,12.4,5.1,3.14,7
0.58,179,65,0.99659,0.22,6.3,0.24,0.05,9.3,11.9,3.06,6
0.52,132,31,0.995,0.36,7.9,0.18,0.058,10.9,5.9,3.25,6
0.37,137,54,0.99492,0.28,6.6,0.19,0.042,10.8,11.8,3.18,6
0.38,119,24,0.99224,0.33,6,0.52,0.046,11,7.7,3.04,6
0.71,150,41,0.9933,0.27,6.2,0.21,0.038,10.5,1.7,3.49,7
0.31,76,9,0.992,0.32,7.9,0.28,0.038,11.7,3.6,3.05,4
0.4,229,63,0.9975,0.35,6.1,0.28,0.048,8.9,12.8,3.08,5
0.45,160,58,0.9977,0.69,7.3,0.31,0.041,8.6,10.2,3.06,5
0.96,136,55,0.9932,0.4,7.1,0.14,0.051,9.8,1.2,3.3,7
0.66,101,31,0.99009,0.37,6.6,0.22,0.04,12,1.6,3.15,5
0.58,110,37,0.98945,0.33,5.7,0.22,0.036,12.4,1.9,3.26,6
0.51,122,25,0.99088,0.27,7.9,0.27,0.034,11.9,1.7,2.97,6
0.38,191,48,0.9978,0.37,7.3,0.22,0.063,9,14.3,2.89,6
0.38,135,23,0.9998,0.29,7.8,0.3,0.054,9,16.85,3.16,6
0.41,98,31,0.9943,0.48,8.3,0.16,0.057,10.3,1.7,3.15,6
0.48,87,15,0.99152,0.36,7.7,0.31,0.026,12,4.3,3.11,5
0.47,86,42,0.99069,0.3,5.9,0.22,0.052,11.55,1.3,3.31,6
0.28,99,20,0.99,0.49,7.8,0.21,0.036,12.1,1.2,3.05,7
0.71,114,37,0.9906,0.36,7.2,0.32,0.033,12.3,2,3.1,7
0.74,77,15,0.9938,0.29,6.8,0.57,0.04,10.2,2.2,3.32,5
0.41,129.5,44.5,0.9998,0.4,7.3,0.22,0.042,9.1,14.75,3.36,7
0.48,113,31,0.9912,0.35,7,0.23,0.036,10.8,1.4,3.16,7
0.53,111,31,0.99174,0.28,7.1,0.25,0.04,11.1,1.2,3.18,5
0.41,162,64,0.9962,0.32,7.1,0.12,0.054,9.4,9.6,3.4,5
0.43,114,30,0.98794,0.25,6,0.29,0.033,13.2,1.4,3.08,6
0.54,102,29,0.9908,0.39,7.2,0.23,0.033,12.3,2.3,3.26,7
0.63,156,25,0.9962,0.49,6.9,0.3,0.057,11,7.6,3.43,7
0.4,118,39,0.98886,0.32,6.3,0.17,0.04,13.1,1,3.31,8
0.45,112,32,0.99089,0.28,6.8,0.18,0.027,11,1.1,3.15,7
0.48,156,35,0.99542,0.34,6.7,0.33,0.067,9.3,6.6,3.11,6
0.44,97,30,0.9951,0.4,8.1,0.28,0.05,10.1,6.9,3.26,6
0.43,156,24,0.9928,0.4,7.1,0.21,0.069,10.6,1.2,3.42,6
0.57,184,46,0.9924,0.56,6.1,0.3,0.046,10.9,2.7,3.31,6
0.6,128,38,0.99362,0.24,5.8,0.19,0.044,10.6,1.3,3.77,5
0.64,170,33,0.99463,0.29,7.1,0.32,0.038,10.2,4,3.27,6
0.46,178,55,0.99537,0.41,6.6,0.32,0.048,9.4,7.2,3.2,5
0.78,196,60,0.9948,0.24,7.1,0.23,0.039,10,5.4,3.19,4
0.6,123,27,0.99362,0.15,5.8,0.14,0.042,9.9,6.1,3.06,6
0.43,130,37,0.99946,0.36,6.2,0.23,0.039,8.8,17.2,3.23,6
0.7,93,23,0.991,0.33,6.5,0.08,0.028,12,1.9,3.34,7
0.54,156,33,0.992,0.49,7.4,0.27,0.037,11.1,1.1,3.15,6
0.5,185,64,0.99519,0.24,6.7,0.18,0.057,10.6,10.3,3.12,6
0.48,113,38,0.99026,0.29,7.5,0.38,0.021,13,4.9,3.08,7
0.45,126,11,0.99293,0.41,7.5,0.28,0.044,10.3,1.3,3.28,5
0.36,83,30,0.98867,0.3,6.7,0.31,0.038,12.8,2.4,3.09,7
0.61,95,32,0.989435,0.31,6.5,0.2,0.033,12,2.1,2.96,6
0.79,249.5,20,0.9923,0.36,6.1,0.18,0.038,11.3,2,3.37,6
0.34,100,19,0.9941,0.49,8.2,0.26,0.04,10.1,5.2,3.12,6
0.28,159,39,0.9927,0.24,7.9,0.22,0.044,11.5,4.6,2.99,6
0.82,107,27,0.99206,0.37,6.8,0.21,0.038,11.5,7,2.98,6
0.48,66,26,0.99199,0.28,6.5,0.21,0.046,11.1,1.4,3.43,6
0.46,148,45,0.99786,0.27,6.4,0.28,0.042,8.7,11,3.14,5
0.52,113,29,0.9908,0.42,6.4,0.16,0.036,11,1,3.18,6
0.5,108,40,0.98948,0.34,5.9,0.24,0.037,12.3,2,3.19,6
0.48,164,51,0.9975,0.58,6.8,0.19,0.038,9.6,14.2,3.12,6
0.5,139,20,0.99836,0.23,7.6,0.31,0.054,9.7,12.7,3.16,4
0.37,91,13,0.993,0.31,8.5,0.17,0.024,10.1,1,2.79,5
0.58,164,39,0.99402,0.24,6.8,0.25,0.045,10.8,1.6,3.53,5
0.38,117,18,0.99116,0.25,6.9,0.27,0.03,13,7.5,3.09,6
0.42,109,70,0.99304,0.82,7.2,0.23,0.149,9.2,1.3,2.93,6
0.48,76,11,0.99268,0.12,6.1,0.6,0.05,10.4,1.8,3.42,4
0.58,212,28,0.9971,0.2,7.3,0.655,0.071,9.2,10.2,2.96,6
0.44,145,30,1.00196,0.49,7.6,0.28,0.06,8.5,20.15,3.01,5
0.8,98,22,0.9913,0.39,6.6,0.29,0.031,12.9,6.75,3.15,7
0.54,157,25,0.99133,0.39,6.9,0.35,0.048,11.1,2.4,3.2,7
0.51,169,33,0.9982,0.36,8.3,0.3,0.042,9.3,10,3.23,6
0.67,87,36,0.9914,0,6.1,0.41,0.063,10.8,1.6,3.27,6
0.49,89,23,0.99266,0.3,5.6,0.34,0.038,11.1,6.9,3.25,6
0.36,101,14,0.9928,0.43,8.3,0.23,0.035,11.5,3.2,3.15,5
0.5,128,31,0.9916,0.43,8.2,0.27,0.035,12.3,1.6,3.1,6
0.44,224,81,0.99605,0.2,6.6,0.62,0.046,9.3,8.7,3.17,5
0.29,113,31,0.99338,0.29,7.4,0.25,0.02,10.8,6.8,3.13,6
0.56,75,18,0.99006,0.25,5.5,0.21,0.04,11.3,1.2,3.31,6
0.46,123,38,0.996,0.36,7.6,0.18,0.049,10.3,2.4,3.6,5
0.56,113,19,0.99338,0.28,7.3,0.25,0.043,10.1,1.5,3.38,6
0.46,83,25,0.99088,0.2,7.8,0.2,0.036,11.7,1.4,3.03,6
0.43,106,36,0.99288,0.69,6.7,0.27,0.176,9.2,1.2,2.96,6
0.58,188,49,0.9974,0.49,7.4,0.3,0.055,9.7,8.2,3.52,6
0.52,155,61,0.99655,0.18,6.2,0.21,0.044,9.4,11.6,3.14,6
0.62,198,36,0.9944,0.16,6.1,0.36,0.037,9.9,6.4,3.17,6
0.43,114,17,0.991,0.37,7.3,0.43,0.028,13.2,4.6,3.23,6
0.32,148,52,0.99038,0.31,8.4,0.31,0.021,11.5,0.95,2.93,5
0.32,137,44,0.98984,0.47,6.5,0.44,0.014,13,5.45,3.13,8
0.48,172,32,0.99194,0.26,7.3,0.22,0.04,11.2,1.5,3.27,6
0.5,177,27,0.99438,0.37,7.6,0.3,0.087,9.8,1.6,3.09,5
0.52,69,5,0.9926,0.53,6.5,0.38,0.142,10.1,1.4,3.14,4
0.46,195,61,0.99577,0.17,6.4,0.28,0.042,9.4,8.3,3.22,5
0.42,152,24,0.9927,0.32,5.6,0.245,0.047,9.3,1.1,3.12,6
0.33,92,31,0.9922,0.27,8.5,0.25,0.031,12,4.7,3.01,6
0.39,144,61,0.9927,0.6,6.6,0.21,0.135,9.3,1.1,3.12,7
0.95,147,81,0.9901,0.4,5.6,0.21,0.041,11.6,1.3,3.22,8
0.39,81,29,0.99151,0.28,6.7,0.36,0.034,12.5,8.3,2.96,6
0.46,125,24,0.9939,0.17,6.2,0.3,0.04,9,2.8,3.01,5
0.36,123,45,0.98949,0.34,6.7,0.21,0.035,12.6,1.5,3.24,7
0.48,98,21,0.9929,0.49,5.8,0.15,0.048,9.2,1.1,3.19,5
0.46,121,34,0.99334,0.74,7,0.27,0.173,9.2,1.3,3.04,6
0.56,214,42,0.9976,0.36,6.6,0.38,0.061,9.4,9.2,3.31,5
0.41,117,20,0.9895,0.27,6,0.29,0.044,12.7,2.3,3.31,7
0.64,157,26,0.9957,0.22,6.2,0.28,0.041,9.8,7.3,3.44,7
0.44,160,29,0.9952,0.44,6.7,0.31,0.054,9.6,6.7,3.04,5
0.5,187,47,0.9933,0.29,8.2,0.23,0.047,10.2,1.8,3.13,6
0.43,158,50,0.9909,0.3,7.2,0.26,0.033,12.1,2.1,3.33,7
0.47,148,31,0.99178,0.35,7.3,0.28,0.054,10.7,1.6,3.18,5
0.46,152,52,0.9975,0.62,7.1,0.44,0.044,8.7,11.8,3.12,6
0.75,109,25,0.9932,0.44,7.6,0.16,0.043,10.3,1.4,3.11,6
0.43,108,27,0.99031,0.31,5.4,0.33,0.03,12.2,4,3.3,7
0.46,113,19,0.98871,0.42,5.8,0.3,0.036,12.6,1.1,3.1,7
0.42,93,22,0.9928,0.26,6,0.2,0.049,11,6.8,3.15,6
0.33,119,52,0.98944,0.29,8,0.17,0.029,12.9,2.4,3.03,6
0.56,93,18,0.99044,0.32,6.6,0.27,0.044,12.25,1.3,3.11,5
0.52,204,25,0.99616,0.39,7.1,0.39,0.034,10,11.1,3.05,6
0.43,98,41,0.99,0.39,6.5,0.23,0.036,11.9,1.9,3.19,7
0.4,147,41,0.9921,0.37,6.4,0.25,0.039,11.1,4.5,3.18,7
0.5,159,47,0.9952,0.32,6,0.31,0.175,9.4,7.4,3.19,6
0.47,91,13,0.99657,0.21,7,0.39,0.098,9.3,10.7,3.03,5
0.6,137,28,0.9952,0.24,6.6,0.26,0.038,10.4,7.2,3.35,6
0.48,173,28,0.9913,0.13,5.7,0.44,0.025,12.5,7,3.33,6
0.79,90,20,0.99496,0.38,7.2,0.23,0.067,9.7,6.1,3.17,5
0.44,173,57,0.9965,0.41,6.4,0.25,0.042,9.1,8.6,3,5
0.49,111,29,0.9938,0.37,7,0.17,0.025,10.8,5.7,3.2,6
0.65,110,46,0.99118,0.33,7,0.23,0.043,10.8,1,3.04,6
0.52,149,45,0.99545,0.22,6.2,0.24,0.053,9.3,7.9,3.23,5
0.52,100,23,0.99117,0.26,7.9,0.44,0.033,12.7,4.45,3.17,6
0.42,88,30,0.98994,0.33,5.8,0.29,0.029,12.3,3.7,3.25,6
0.45,197,83,0.9981,0.28,8,0.22,0.053,9.8,14,3.14,6
0.38,121,24,0.9902,0.34,6.9,0.23,0.032,12.4,2.7,3.14,7
0.47,104,31,0.9922,0.36,7,0.23,0.028,12.1,7.1,3.35,8
0.39,114,37,0.9905,0.37,6.3,0.255,0.04,10.9,1.1,3,6
0.79,151,52,0.99726,0.37,7.6,0.19,0.033,10.4,13.1,3.18,6
0.53,188,52,0.99576,0.45,6.5,0.25,0.048,9.1,7.8,3.2,5
